xmin	xmax	key	showSelected1	PANEL	group
-0.0799753767205959	0.640776439190343	2	2	1	-1
-0.0243196791954129	0.640776439190343	3	2	1	-1
0.0664273617389761	0.640776439190343	4	2	1	-1
0.0809234634088293	0.640776439190343	5	2	1	-1
0.105686525579533	0.640776439190343	6	2	1	-1
0.0689541486266793	0.640776439190343	7	2	1	-1
0.0736313533306856	0.640776439190343	8	2	1	-1
0.0505456525114289	0.640776439190343	9	2	1	-1
0.0414782486606148	0.640776439190343	10	2	1	-1
0.0223494677604485	0.640776439190343	11	2	1	-1
0.0182511035704985	0.640776439190343	12	2	1	-1
0.0134813927606429	0.640776439190343	13	2	1	-1
0.00706603150507618	0.640776439190343	14	2	1	-1
0.0135073319284021	0.640776439190343	15	2	1	-1
0.0195786328586894	0.640776439190343	16	2	1	-1
0.0213021526179105	0.640776439190343	17	2	1	-1
0.0172179972851648	0.640776439190343	18	2	1	-1
0.0162051739154492	0.640776439190343	19	2	1	-1
0.0187439108604746	0.640776439190343	20	2	1	-1
0.0133329542473721	0.640776439190343	21	2	1	-1
0.0119485418861499	0.640776439190343	22	2	1	-1
0.0138983707692916	0.640776439190343	23	2	1	-1
0.0110106826559329	0.640776439190343	24	2	1	-1
0.0142132757572832	0.640776439190343	25	2	1	-1
0.0163259507957855	0.640776439190343	26	2	1	-1
0.013243346449647	0.640776439190343	27	2	1	-1
0.0145959948625546	0.640776439190343	28	2	1	-1
0.00905991896604846	0.640776439190343	29	2	1	-1
0.00529842710803232	0.640776439190343	30	2	1	-1
0.00383880096827372	0.640776439190343	31	2	1	-1
0.00638043798008766	0.640776439190343	32	2	1	-1
0.00434934229149234	0.640776439190343	33	2	1	-1
0.0062892803992262	0.640776439190343	34	2	1	-1
0.394031641158542	0.640776439190343	35	2	1	-1
0.498936076042694	0.640776439190343	36	2	1	-1
0.471611509429574	0.640776439190343	37	2	1	-1
0.412324945481437	0.640776439190343	38	2	1	-1
0.365762887787873	0.640776439190343	39	2	1	-1
0.38783219558641	0.640776439190343	40	2	1	-1
-0.0521475279580044	0.640776439190343	3	3	1	-1
0.0210538412717816	0.640776439190343	4	3	1	-1
0.0809234634088293	0.640776439190343	5	3	1	-1
0.105686525579533	0.640776439190343	6	3	1	-1
0.105686525579533	0.640776439190343	7	3	1	-1
0.105686525579533	0.640776439190343	8	3	1	-1
0.105686525579533	0.640776439190343	9	3	1	-1
0.105686525579533	0.640776439190343	10	3	1	-1
0.105686525579533	0.640776439190343	11	3	1	-1
0.105686525579533	0.640776439190343	12	3	1	-1
0.105686525579533	0.640776439190343	13	3	1	-1
0.105686525579533	0.640776439190343	14	3	1	-1
0.105686525579533	0.640776439190343	15	3	1	-1
0.105686525579533	0.640776439190343	16	3	1	-1
0.105686525579533	0.640776439190343	17	3	1	-1
0.105686525579533	0.640776439190343	18	3	1	-1
0.105686525579533	0.640776439190343	19	3	1	-1
0.105686525579533	0.640776439190343	20	3	1	-1
0.105686525579533	0.640776439190343	21	3	1	-1
0.105686525579533	0.640776439190343	22	3	1	-1
0.105686525579533	0.640776439190343	23	3	1	-1
0.105686525579533	0.640776439190343	24	3	1	-1
0.105686525579533	0.640776439190343	25	3	1	-1
0.105686525579533	0.640776439190343	26	3	1	-1
0.105686525579533	0.640776439190343	27	3	1	-1
0.105686525579533	0.640776439190343	28	3	1	-1
0.105686525579533	0.640776439190343	29	3	1	-1
0.105686525579533	0.640776439190343	30	3	1	-1
0.105686525579533	0.640776439190343	31	3	1	-1
0.105686525579533	0.640776439190343	32	3	1	-1
0.105686525579533	0.640776439190343	33	3	1	-1
0.105686525579533	0.640776439190343	34	3	1	-1
0.230229501448759	0.640776439190343	35	3	1	-1
0.498936076042694	0.640776439190343	36	3	1	-1
0.498936076042694	0.640776439190343	37	3	1	-1
0.471611509429574	0.640776439190343	38	3	1	-1
0.471611509429574	0.640776439190343	39	3	1	-1
0.471611509429574	0.640776439190343	40	3	1	-1
-0.17181398260661	-0.0521475279580044	3	3	2	-1
-0.17181398260661	0.0210538412717816	4	3	2	-1
-0.17181398260661	0.0809234634088293	5	3	2	-1
-0.17181398260661	0.105686525579533	6	3	2	-1
-0.17181398260661	-0.0412429822318813	7	3	2	-1
-0.17181398260661	0.0255485949574147	8	3	2	-1
-0.17181398260661	-0.00459522055667504	9	3	2	-1
-0.17181398260661	-0.00667795902857378	10	3	2	-1
-0.17181398260661	-0.0183189375398299	11	3	2	-1
-0.17181398260661	-0.0183714769730334	12	3	2	-1
-0.17181398260661	-0.0206349395965876	13	3	2	-1
-0.17181398260661	-0.0259934399352839	14	3	2	-1
-0.17181398260661	-0.0130160647193288	15	3	2	-1
-0.17181398260661	-0.00186390375215338	16	3	2	-1
-0.17181398260661	0.00243567197504293	17	3	2	-1
-0.17181398260661	-0.00143766174837909	18	3	2	-1
-0.17181398260661	-0.00132707238311916	19	3	2	-1
-0.17181398260661	0.00318932128181128	20	3	2	-1
-0.17181398260661	-0.00262758445620778	21	3	2	-1
-0.17181398260661	-0.00336056623876167	22	3	2	-1
-0.17181398260661	-5.14183169447776e-05	23	3	2	-1
-0.17181398260661	-0.00280582661737009	24	3	2	-1
-0.17181398260661	0.00179818130917521	25	3	2	-1
-0.17181398260661	0.00495414607778338	26	3	2	-1
-0.17181398260661	0.00182589350942805	27	3	2	-1
-0.17181398260661	0.00394345313105613	28	3	2	-1
-0.17181398260661	-0.00209226458521205	29	3	2	-1
-0.17181398260661	-0.00601599743826169	30	3	2	-1
-0.17181398260661	-0.00725658677852991	31	3	2	-1
-0.17181398260661	-0.00389718300540599	32	3	2	-1
-0.17181398260661	-0.00584852912988605	33	3	2	-1
-0.17181398260661	-0.00326724731314097	34	3	2	-1
-0.17181398260661	0.230229501448759	35	3	2	-1
-0.17181398260661	0.498936076042694	36	3	2	-1
-0.17181398260661	0.416962376203336	37	3	2	-1
-0.17181398260661	0.234465253637023	38	3	2	-1
-0.17181398260661	0.206989955325322	39	3	2	-1
-0.17181398260661	0.304052881743245	40	3	2	-1
