x	y	PANEL
1	-0.0922074380970889	1
2	-0.0799753767205959	1
3	-0.0243196791954129	1
4	0.0664273617389761	1
5	0.0954195650786824	1
6	0.15521264992094	1
7	-0.0412429822318813	1
8	0.0923401721467106	1
9	-0.0648828515848544	1
10	-0.01292617444427	1
11	-0.0648828515848544	1
12	-0.018634174139051	1
13	-0.034215715337913	1
14	-0.063502942306158	1
15	0.0908029370083126	1
16	0.0985055449524251	1
17	0.045431429247006	1
18	-0.0440443327060212	1
19	0	1
20	0.0619024389259069	1
21	-0.0840642647884745	1
22	-0.0143552929770701	1
23	0.0528949484321255	1
24	-0.0496307677246004	1
25	0.0846703239869906	1
26	0.0649174766813385	1
27	-0.0607391578576785	1
28	0.0484122051852459	1
29	-0.134878054343112	1
30	-0.0962618530584035	1
31	-0.037030730944967	1
32	0.0800879113226919	1
33	-0.0565835283663675	1
34	0.0664273617389761	1
35	0.394031641158542	1
36	0.603840510926845	1
37	0.416962376203336	1
38	0.234465253637023	1
39	0.179514657013621	1
40	0.49817873457909	1
